,file,embedding,id,status,tsne-2d-one,tsne-2d-two,tsne-3d-one,tsne-3d-two,tsne-3d-three,status_id
40,../data/fan/test/anomaly_id_02_00000036.wav,0,02,anomaly,21.115643,14.255633,2.4147232,-17.771996,21.214376,anomaly_02
41,../data/fan/test/anomaly_id_06_00000200.wav,0,06,anomaly,-23.21423,18.377563,-34.96304,12.138444,-8.650497,anomaly_06
42,../data/fan/test/anomaly_id_00_00000401.wav,0,00,anomaly,-42.08451,-12.631991,-13.197669,-42.28344,-15.029063,anomaly_00
43,../data/fan/test/normal_id_00_00000080.wav,0,00,normal,14.649617,32.157867,-29.805494,-7.41196,22.453623,normal_00
44,../data/fan/test/anomaly_id_00_00000367.wav,0,00,anomaly,26.70732,1.2807984,28.673635,-23.432875,4.931684,anomaly_00
45,../data/fan/test/anomaly_id_00_00000373.wav,0,00,anomaly,-4.775003,-20.167782,-3.1553586,8.46283,-14.197253,anomaly_00
46,../data/fan/test/normal_id_00_00000094.wav,0,00,normal,-38.38573,-2.464078,-9.433892,-26.090597,-1.9457636,normal_00
47,../data/fan/test/anomaly_id_06_00000214.wav,0,06,anomaly,6.4668574,-29.655333,19.12894,28.797743,1.8271383,anomaly_06
48,../data/fan/test/normal_id_04_00000063.wav,0,04,normal,18.592701,-7.92022,42.618744,2.852672,0.00409472,normal_04
49,../data/fan/test/normal_id_04_00000077.wav,0,04,normal,23.403667,-24.981798,24.147842,-20.607803,-21.144943,normal_04
50,../data/fan/test/anomaly_id_06_00000228.wav,0,06,anomaly,-9.799263,-32.607014,12.8308735,18.915983,-28.479088,anomaly_06
51,../data/fan/test/normal_id_00_00000043.wav,0,00,normal,-8.62836,28.64584,-4.578684,19.619171,16.91279,normal_00
52,../data/fan/test/anomaly_id_02_00000208.wav,0,02,anomaly,-9.159248,-25.4989,5.429873,32.93749,-17.999233,anomaly_02
53,../data/fan/test/normal_id_04_00000088.wav,0,04,normal,-36.394104,1.2797068,-11.1364975,-17.587313,-7.0813994,normal_04
54,../data/fan/test/normal_id_00_00000057.wav,0,00,normal,23.61359,-3.9424386,35.70209,-10.315247,14.496929,normal_00
55,../data/fan/test/anomaly_id_04_00000347.wav,0,04,anomaly,-41.597813,-10.428151,-9.022134,-38.21903,-8.685855,anomaly_04
56,../data/fan/test/anomaly_id_02_00000220.wav,0,02,anomaly,24.306757,-3.3335793,34.250797,-11.524965,16.950218,anomaly_02
57,../data/fan/test/anomaly_id_00_00000398.wav,0,00,anomaly,-35.823868,2.0316393,-13.874914,-17.684683,-9.277699,anomaly_00
58,../data/fan/test/anomaly_id_02_00000234.wav,0,02,anomaly,13.451498,-14.4866905,22.716784,-4.071954,-6.5561028,anomaly_02
59,../data/fan/test/anomaly_id_02_00000235.wav,0,02,anomaly,19.86228,-2.0645514,32.761845,-13.810374,13.758101,anomaly_02
60,../data/fan/test/anomaly_id_04_00000346.wav,0,04,anomaly,-26.09562,17.436234,-30.08607,12.825577,-15.2007,anomaly_04
61,../data/fan/test/anomaly_id_00_00000399.wav,0,00,anomaly,-4.023787,27.270988,-11.880609,9.778613,8.794691,anomaly_00
62,../data/fan/test/anomaly_id_02_00000221.wav,0,02,anomaly,-8.168841,-22.298029,15.738664,20.787369,-11.434065,anomaly_02
63,../data/fan/test/normal_id_04_00000089.wav,0,04,normal,-18.107943,16.517849,-24.640146,8.380068,-2.6978176,normal_04
64,../data/fan/test/anomaly_id_02_00000209.wav,0,02,anomaly,12.716356,-5.609406,16.317764,-0.4922807,11.951388,anomaly_02
65,../data/fan/test/normal_id_00_00000056.wav,0,00,normal,7.0471535,-29.60675,20.160912,26.282461,0.55631006,normal_00
66,../data/fan/test/normal_id_00_00000042.wav,0,00,normal,3.6887386,-9.498866,4.2348423,-7.697368,0.7683313,normal_00
67,../data/fan/test/normal_id_04_00000076.wav,0,04,normal,-6.9136214,-27.416107,-1.6461339,28.798937,-21.33223,normal_04
68,../data/fan/test/anomaly_id_06_00000229.wav,0,06,anomaly,-24.009512,13.90606,-22.630255,12.360995,-11.576857,anomaly_06
69,../data/fan/test/normal_id_04_00000062.wav,0,04,normal,-12.123822,24.194551,-18.646465,22.061516,8.771974,normal_04
70,../data/fan/test/anomaly_id_00_00000372.wav,0,00,anomaly,-28.101015,6.328676,-13.963333,-3.0165987,-14.770397,anomaly_00
71,../data/fan/test/anomaly_id_06_00000215.wav,0,06,anomaly,8.160128,-28.465878,24.203161,22.750767,1.8316185,anomaly_06
72,../data/fan/test/normal_id_00_00000095.wav,0,00,normal,-29.724081,9.695868,-15.618392,-2.3665836,-18.361824,normal_00
73,../data/fan/test/normal_id_00_00000081.wav,0,00,normal,-39.86123,-10.939533,-15.498617,-43.26045,-5.58873,normal_00
74,../data/fan/test/anomaly_id_00_00000400.wav,0,00,anomaly,20.88707,23.563896,-5.1892705,-0.8590395,25.930845,anomaly_00
75,../data/fan/test/anomaly_id_06_00000201.wav,0,06,anomaly,-29.120516,11.621431,-20.32618,1.919052,-21.094147,anomaly_06
76,../data/fan/test/anomaly_id_00_00000366.wav,0,00,anomaly,-13.383105,26.67765,-16.078339,29.922762,7.149028,anomaly_00
77,../data/fan/test/anomaly_id_04_00000150.wav,0,04,anomaly,-6.1214323,27.779774,-13.926056,14.472283,14.163399,anomaly_04
78,../data/fan/test/anomaly_id_02_00000037.wav,0,02,anomaly,-8.364212,-24.770832,1.4488664,25.956955,-24.914965,anomaly_02
79,../data/fan/test/anomaly_id_02_00000023.wav,0,02,anomaly,-0.21626389,-29.511484,3.2165303,-0.0714066,-15.149067,anomaly_02
80,../data/fan/test/anomaly_id_04_00000144.wav,0,04,anomaly,-5.352828,-28.137848,8.109,21.300179,-25.609806,anomaly_04
81,../data/fan/test/anomaly_id_04_00000178.wav,0,04,anomaly,-13.380383,-23.224844,-9.746948,31.34509,-21.171688,anomaly_04
82,../data/fan/test/anomaly_id_04_00000193.wav,0,04,anomaly,-12.058731,-19.59263,-4.933659,10.194779,-29.834604,anomaly_04
83,../data/fan/test/anomaly_id_00_00000158.wav,0,00,anomaly,-3.978036,27.626966,-6.286579,7.181102,9.441638,anomaly_00
84,../data/fan/test/anomaly_id_04_00000187.wav,0,04,anomaly,-32.72943,7.281923,-12.749151,-12.234439,-24.486925,anomaly_04
85,../data/fan/test/anomaly_id_06_00000017.wav,0,06,anomaly,3.9616885,31.095026,-20.653797,-6.5372276,1.5389359,anomaly_06
86,../data/fan/test/anomaly_id_00_00000170.wav,0,00,anomaly,17.762821,22.852385,-6.019205,-7.618054,29.691471,anomaly_00
87,../data/fan/test/anomaly_id_00_00000164.wav,0,00,anomaly,24.974102,15.6302395,9.643533,-8.33205,16.733183,anomaly_00
88,../data/fan/test/anomaly_id_06_00000003.wav,0,06,anomaly,-12.487705,22.361345,-15.536439,16.4913,4.9626827,anomaly_06
89,../data/fan/test/anomaly_id_04_00000024.wav,0,04,anomaly,20.497377,21.620745,2.3013182,-4.076076,30.599464,anomaly_04
90,../data/fan/test/anomaly_id_02_00000143.wav,0,02,anomaly,1.1289073,-22.12546,9.296974,10.532428,-8.119585,anomaly_02
91,../data/fan/test/anomaly_id_02_00000157.wav,0,02,anomaly,-5.392234,-23.313986,12.564079,22.639172,-14.059828,anomaly_02
92,../data/fan/test/anomaly_id_06_00000188.wav,0,06,anomaly,20.93046,-3.3054545,29.558844,-11.746902,7.4301467,anomaly_06
93,../data/fan/test/anomaly_id_04_00000030.wav,0,04,anomaly,27.711996,7.087234,17.472563,-22.389023,22.287582,anomaly_04
94,../data/fan/test/anomaly_id_04_00000018.wav,0,04,anomaly,5.728314,-7.762631,8.352307,-16.031805,-8.399892,anomaly_04
95,../data/fan/test/anomaly_id_02_00000180.wav,0,02,anomaly,16.544554,25.666683,-16.793198,-5.7646956,33.293354,anomaly_02
96,../data/fan/test/anomaly_id_00_00000038.wav,0,00,anomaly,25.806736,1.9969499,26.528212,-30.156569,7.5351977,anomaly_00
97,../data/fan/test/anomaly_id_02_00000194.wav,0,02,anomaly,3.4214625,-29.516605,12.618819,28.113401,2.900382,anomaly_02
98,../data/fan/test/anomaly_id_06_00000163.wav,0,06,anomaly,11.335692,-3.7711873,20.14834,6.687273,14.785468,anomaly_06
99,../data/fan/test/anomaly_id_00_00000004.wav,0,00,anomaly,-42.41457,-13.718369,-18.701263,-41.426197,-18.015854,anomaly_00
100,../data/fan/test/anomaly_id_00_00000010.wav,0,00,anomaly,-40.453636,-7.3692985,-9.696948,-35.428173,2.6514084,anomaly_00
101,../data/fan/test/anomaly_id_06_00000177.wav,0,06,anomaly,-40.715027,-12.277783,-17.890425,-41.741867,-9.725369,anomaly_06
102,../data/fan/test/anomaly_id_02_00000341.wav,0,02,anomaly,-5.565632,27.142628,-10.319525,13.547126,10.403151,anomaly_02
103,../data/fan/test/normal_id_06_00000079.wav,0,06,normal,14.674068,-17.289944,18.45448,2.1884425,2.9380867,normal_06
104,../data/fan/test/anomaly_id_04_00000226.wav,0,04,anomaly,19.0307,-9.9688225,30.574759,9.36015,3.5691037,anomaly_04
105,../data/fan/test/anomaly_id_04_00000232.wav,0,04,anomaly,-5.7368517,-24.740864,1.2709836,17.91114,-17.89222,anomaly_04
106,../data/fan/test/anomaly_id_02_00000355.wav,0,02,anomaly,-32.973007,5.5158525,-12.447137,-15.99361,-18.71031,anomaly_02
107,../data/fan/test/normal_id_06_00000045.wav,0,06,normal,12.251785,31.774584,-17.29615,-22.028217,15.565003,normal_06
108,../data/fan/test/normal_id_06_00000051.wav,0,06,normal,-32.310787,5.46027,-14.665528,-16.132301,-21.000359,normal_06
109,../data/fan/test/normal_id_02_00000065.wav,0,02,normal,16.681007,-11.071116,38.336235,-0.45054334,-2.8208165,normal_02
110,../data/fan/test/anomaly_id_06_00000349.wav,0,06,anomaly,2.0561957,29.712088,-11.484804,-3.2094653,9.211516,anomaly_06
111,../data/fan/test/normal_id_02_00000071.wav,0,02,normal,-12.622616,24.816652,-23.163269,21.70426,12.723325,normal_02
112,../data/fan/test/normal_id_06_00000086.wav,0,06,normal,19.397179,-7.7680635,27.54618,0.043895043,5.3557706,normal_06
113,../data/fan/test/anomaly_id_00_00000206.wav,0,00,anomaly,5.2435713,28.71825,-16.853508,-9.602094,8.3714075,anomaly_00
114,../data/fan/test/normal_id_02_00000059.wav,0,02,normal,-4.8946404,-24.348837,-1.6986995,15.7895355,-13.651157,normal_02
115,../data/fan/test/anomaly_id_00_00000212.wav,0,00,anomaly,16.45823,-3.0872223,23.191658,-2.982089,14.067066,anomaly_00
116,../data/fan/test/normal_id_06_00000092.wav,0,06,normal,3.5833137,-14.357775,4.84122,0.29219845,-6.9587693,normal_06
117,../data/fan/test/anomaly_id_00_00000204.wav,0,00,anomaly,1.0538931,-13.406287,5.402352,-5.5474663,-15.316168,anomaly_00
118,../data/fan/test/normal_id_06_00000084.wav,0,06,normal,19.304329,-5.4981637,33.65955,-8.662199,1.1136664,normal_06
119,../data/fan/test/normal_id_06_00000090.wav,0,06,normal,-12.65514,23.250303,-26.961193,22.984379,9.932816,normal_06
120,../data/fan/test/anomaly_id_00_00000210.wav,0,00,anomaly,23.922056,5.000775,17.225105,-24.926777,9.927052,anomaly_00
121,../data/fan/test/normal_id_02_00000067.wav,0,02,normal,11.995109,-11.381724,22.737268,-13.116432,-11.0100155,normal_02
122,../data/fan/test/anomaly_id_00_00000238.wav,0,00,anomaly,-29.317226,11.53952,-18.682673,1.0391506,-19.333315,anomaly_00
123,../data/fan/test/normal_id_02_00000073.wav,0,02,normal,20.541735,-11.259167,29.399023,-3.537528,3.9170926,normal_02
124,../data/fan/test/normal_id_02_00000098.wav,0,02,normal,6.560796,-16.77485,7.683615,2.4238455,-3.9783432,normal_02
125,../data/fan/test/anomaly_id_04_00000218.wav,0,04,anomaly,1.1422569,-22.50497,8.802036,7.9856114,-12.091664,anomaly_04
126,../data/fan/test/normal_id_06_00000047.wav,0,06,normal,-4.5482883,-24.771704,3.062685,12.081072,-14.9693775,normal_06
127,../data/fan/test/normal_id_06_00000053.wav,0,06,normal,9.961574,-10.3018465,22.661638,8.415615,4.1938396,normal_06
128,../data/fan/test/anomaly_id_04_00000224.wav,0,04,anomaly,-15.04037,18.844187,-20.324638,11.848061,-2.1943023,anomaly_04
129,../data/fan/test/anomaly_id_02_00000343.wav,0,02,anomaly,-5.865343,27.231747,-8.719625,12.885117,12.818793,anomaly_02
130,../data/fan/test/anomaly_id_02_00000357.wav,0,02,anomaly,-11.868532,-20.287802,-2.5137603,13.477968,-29.528563,anomaly_02
131,../data/fan/test/anomaly_id_04_00000230.wav,0,04,anomaly,-4.3791165,-24.556273,3.5138707,14.297684,-10.447764,anomaly_04
132,../data/fan/test/anomaly_id_00_00000006.wav,0,00,anomaly,-29.083015,11.755798,-21.901114,-0.63831323,-21.95254,anomaly_00
133,../data/fan/test/anomaly_id_06_00000161.wav,0,06,anomaly,23.009886,17.032522,10.612679,-7.1850357,25.17166,anomaly_06
134,../data/fan/test/anomaly_id_06_00000175.wav,0,06,anomaly,-34.43503,0.71560293,-13.843789,-22.480902,-11.210643,anomaly_06
135,../data/fan/test/anomaly_id_00_00000012.wav,0,00,anomaly,9.811124,-23.448936,8.102427,2.5560024,11.597865,anomaly_00
136,../data/fan/test/anomaly_id_02_00000182.wav,0,02,anomaly,23.921782,-1.1531123,26.324326,-11.811521,3.8878138,anomaly_02
137,../data/fan/test/anomaly_id_06_00000149.wav,0,06,anomaly,22.278532,22.4647,7.7821727,-4.591547,35.701893,anomaly_06
138,../data/fan/test/anomaly_id_02_00000196.wav,0,02,anomaly,-4.4404125,-24.335579,7.0909505,13.380088,-11.179325,anomaly_02
139,../data/fan/test/anomaly_id_02_00000169.wav,0,02,anomaly,-3.8480136,-27.095684,-1.6800427,21.091305,-3.8151898,anomaly_02
140,../data/fan/test/anomaly_id_02_00000141.wav,0,02,anomaly,-4.290099,29.235037,-14.927977,9.183133,15.427628,anomaly_02
141,../data/fan/test/anomaly_id_04_00000026.wav,0,04,anomaly,-20.718903,20.395525,-33.17623,18.22986,-6.5113974,anomaly_04
142,../data/fan/test/anomaly_id_04_00000032.wav,0,04,anomaly,26.641476,2.2427204,25.011118,-26.1765,5.041355,anomaly_04
143,../data/fan/test/anomaly_id_02_00000155.wav,0,02,anomaly,-7.384863,-29.808935,3.961872,18.540155,-1.4719367,anomaly_02
144,../data/fan/test/anomaly_id_00_00000172.wav,0,00,anomaly,-37.413715,-3.0851376,-0.90874696,-26.072289,-3.4562995,anomaly_00
145,../data/fan/test/anomaly_id_06_00000015.wav,0,06,anomaly,-38.29625,0.95458674,-8.520371,-16.45165,-2.562865,anomaly_06
146,../data/fan/test/anomaly_id_06_00000001.wav,0,06,anomaly,-35.4843,1.7378871,-10.760284,-19.324846,-11.410801,anomaly_06
147,../data/fan/test/anomaly_id_00_00000166.wav,0,00,anomaly,18.200846,20.006437,-0.40284845,-8.541666,37.310074,anomaly_00
148,../data/fan/test/anomaly_id_04_00000191.wav,0,04,anomaly,19.817745,-10.927626,37.391876,2.015379,1.8697904,anomaly_04
149,../data/fan/test/anomaly_id_06_00000029.wav,0,06,anomaly,4.8749404,-8.259742,3.6324139,-14.6148815,-6.664279,anomaly_06
150,../data/fan/test/anomaly_id_04_00000185.wav,0,04,anomaly,1.358175,26.440647,-23.965336,1.4483807,14.056967,anomaly_04
151,../data/fan/test/anomaly_id_02_00000009.wav,0,02,anomaly,14.29083,-11.1089115,13.370035,-13.471104,-10.3416815,anomaly_02
152,../data/fan/test/anomaly_id_02_00000035.wav,0,02,anomaly,-27.224102,14.30008,-25.886211,3.9600196,-16.33563,anomaly_02
153,../data/fan/test/anomaly_id_04_00000152.wav,0,04,anomaly,19.858833,20.119133,1.4212782,-7.7979565,30.462744,anomaly_04
154,../data/fan/test/anomaly_id_04_00000146.wav,0,04,anomaly,-27.650934,5.885722,-13.826263,-1.2702636,-12.701149,anomaly_04
155,../data/fan/test/anomaly_id_00_00000199.wav,0,00,anomaly,13.953353,24.238298,-15.487513,-10.878286,36.598392,anomaly_00
156,../data/fan/test/anomaly_id_02_00000021.wav,0,02,anomaly,4.6511106,-20.693357,11.661461,9.720686,-1.7069668,anomaly_02
157,../data/fan/test/normal_id_00_00000097.wav,0,00,normal,15.459597,-12.403559,30.218027,-0.74712884,-6.3748536,normal_00
158,../data/fan/test/anomaly_id_06_00000217.wav,0,06,anomaly,-34.630783,3.0538273,-12.282353,-16.377304,-14.9344,anomaly_06
159,../data/fan/test/normal_id_04_00000048.wav,0,04,normal,-16.818018,19.316038,-30.049227,16.161198,7.940638,normal_04
160,../data/fan/test/anomaly_id_00_00000370.wav,0,00,anomaly,1.896341,-13.133527,27.593145,7.0325375,-11.3255825,anomaly_00
161,../data/fan/test/anomaly_id_00_00000364.wav,0,00,anomaly,-13.552687,24.863962,-23.044174,19.938192,9.292633,anomaly_00
162,../data/fan/test/anomaly_id_06_00000203.wav,0,06,anomaly,-31.296616,5.381884,-8.258705,-6.5698066,-16.588167,anomaly_06
163,../data/fan/test/anomaly_id_00_00000402.wav,0,00,anomaly,6.614991,28.630064,-25.029446,-12.68973,8.047631,anomaly_00
164,../data/fan/test/normal_id_00_00000083.wav,0,00,normal,-2.9850085,28.932486,-13.145312,5.4368124,13.924882,normal_00
165,../data/fan/test/normal_id_04_00000074.wav,0,04,normal,10.049798,-23.540146,9.128841,2.2347791,13.855541,normal_04
166,../data/fan/test/normal_id_04_00000060.wav,0,04,normal,16.7414,-12.963408,28.221308,-2.8865874,-1.9319859,normal_04
167,../data/fan/test/anomaly_id_00_00000358.wav,0,00,anomaly,17.38578,23.18085,-7.629913,-9.035372,30.481253,anomaly_00
168,../data/fan/test/normal_id_00_00000054.wav,0,00,normal,-36.05809,-2.193278,-1.1926495,-22.213171,-6.3549356,normal_00
169,../data/fan/test/normal_id_00_00000040.wav,0,00,normal,24.212696,2.931267,25.099949,-24.813303,9.012482,normal_00
170,../data/fan/test/normal_id_00_00000068.wav,0,00,normal,24.927977,2.327612,23.35263,-19.833008,14.424492,normal_00
171,../data/fan/test/anomaly_id_02_00000237.wav,0,02,anomaly,-4.3871026,-24.049189,1.548736,14.568581,-13.253997,anomaly_02
172,../data/fan/test/anomaly_id_02_00000223.wav,0,02,anomaly,-4.351389,-25.213583,-0.20196666,19.170362,-8.383407,anomaly_02
173,../data/fan/test/anomaly_id_04_00000344.wav,0,04,anomaly,17.995155,-9.289085,31.147165,-2.8983777,0.016377456,anomaly_04
174,../data/fan/test/anomaly_id_02_00000222.wav,0,02,anomaly,19.165724,-10.567688,27.017115,3.5129054,7.907389,anomaly_02
175,../data/fan/test/anomaly_id_04_00000345.wav,0,04,anomaly,22.354477,18.18616,4.5077376,-8.280302,24.167978,anomaly_04
176,../data/fan/test/normal_id_00_00000069.wav,0,00,normal,-28.212446,12.63799,-22.545464,3.348726,-22.964716,normal_00
177,../data/fan/test/anomaly_id_02_00000236.wav,0,02,anomaly,-7.9861693,-30.433619,9.582019,6.878129,-35.16279,anomaly_02
178,../data/fan/test/normal_id_00_00000041.wav,0,00,normal,-5.973376,28.436512,-8.960769,13.277359,16.801054,normal_00
179,../data/fan/test/normal_id_00_00000055.wav,0,00,normal,-25.207626,6.955152,-18.08975,8.202203,-6.542787,normal_00
180,../data/fan/test/anomaly_id_00_00000359.wav,0,00,anomaly,24.347517,6.993068,14.093411,-21.00189,12.264684,anomaly_00
181,../data/fan/test/normal_id_04_00000061.wav,0,04,normal,-37.872215,-2.3841748,-8.079133,-26.84453,-5.302827,normal_04
182,../data/fan/test/normal_id_04_00000075.wav,0,04,normal,2.0310097,-22.472128,24.614687,25.222673,-5.8498993,normal_04
183,../data/fan/test/anomaly_id_00_00000365.wav,0,00,anomaly,7.4843893,-19.46008,24.330467,3.5589013,-16.606878,anomaly_00
184,../data/fan/test/normal_id_00_00000082.wav,0,00,normal,-26.026606,15.231022,-27.637411,3.3774235,-12.349656,normal_00
185,../data/fan/test/anomaly_id_00_00000403.wav,0,00,anomaly,-30.405684,9.278243,-20.937588,-5.9544225,-22.799072,anomaly_00
186,../data/fan/test/anomaly_id_06_00000202.wav,0,06,anomaly,-23.977198,18.625896,-33.350403,8.099578,-4.0062785,anomaly_06
187,../data/fan/test/anomaly_id_06_00000216.wav,0,06,anomaly,-11.296999,-31.038265,9.599007,10.934771,-24.788809,anomaly_06
188,../data/fan/test/normal_id_00_00000096.wav,0,00,normal,-4.6331286,28.916248,-8.723474,7.1498756,20.44387,normal_00
189,../data/fan/test/anomaly_id_00_00000371.wav,0,00,anomaly,-28.228098,15.412999,-31.90336,5.0012627,-21.349934,anomaly_00
190,../data/fan/test/normal_id_04_00000049.wav,0,04,normal,-3.943285,-15.520904,-1.7339331,7.4220943,-2.9249108,normal_04
191,../data/fan/test/anomaly_id_04_00000147.wav,0,04,anomaly,-28.497057,7.454083,-11.601265,-1.2963179,-19.078234,anomaly_04
192,../data/fan/test/anomaly_id_02_00000020.wav,0,02,anomaly,-14.270107,-24.511333,-10.920489,33.05451,-14.818392,anomaly_02
193,../data/fan/test/anomaly_id_00_00000198.wav,0,00,anomaly,14.301452,25.730598,-136.72043,-18.464834,-20.761478,anomaly_00
194,../data/fan/test/anomaly_id_02_00000034.wav,0,02,anomaly,0.9836422,-22.284279,9.147542,9.109956,-9.984477,anomaly_02
195,../data/fan/test/anomaly_id_04_00000153.wav,0,04,anomaly,-15.282633,22.773441,-21.25333,22.371563,3.5000668,anomaly_04
196,../data/fan/test/anomaly_id_02_00000008.wav,0,02,anomaly,0.61911994,-26.349028,6.133023,-1.2474189,-24.507689,anomaly_02
197,../data/fan/test/anomaly_id_04_00000184.wav,0,04,anomaly,21.057219,13.291677,2.3097656,-12.641668,16.096659,anomaly_04
198,../data/fan/test/anomaly_id_06_00000028.wav,0,06,anomaly,10.946624,27.420618,-15.482182,-11.652972,17.681643,anomaly_06
199,../data/fan/test/anomaly_id_04_00000190.wav,0,04,anomaly,23.36309,-35.78635,29.049833,-6.954959,-27.107014,anomaly_04
200,../data/fan/test/anomaly_id_06_00000000.wav,0,06,anomaly,3.6059499,-15.842648,27.166265,-9.772121,-12.825181,anomaly_06
